HebName,Name,ID,EngName,Region,SubDistrict,NaturalZone,StausMunicipal,Metropolitan,Religion,Pop2015,JewsOthers,Jews,Arebs,YearEst,TypeSuratYeshuv,Affiliation ,Coordinate,Hight,RegionalComittee,Police,YearUpdate,Link
סולם,סולם,526,SULAM,2,23,234,66,,2,2467,,,2.5,,290,,2316672352,118,251,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=526
סוסיה,סוסיה,3756,SUSEYA,7,77,,78,,1,1041,1,1,,1983,370,11,2108758890,797,715,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3756
סופה,סופה,1238,SUFA,6,62,622,38,,1,234,0.2,0.2,,1975,330,15,1373057206,85,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1238
סח'נין,סח'נין,7500,SAKHNIN,2,24,241,0,,2,29316,,,29.1,,260,,2282575219,223,262,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7500
סייד (שבט),סייד (שבט),1170,SAYYID,6,62,623,,,3,,,,,,460,,1922057760,,699,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1170
סלמה,סלמה,1245,SALLAMA,2,24,242,56,,2,3083,,,3,,290,,2348075532,187,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1245
סלעית,סלעית,3567,SAL'IT,7,73,,72,145,1,693,0.7,0.7,,1977,310,9,2049068321,252,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3567
סמר,סמר,1156,SAMAR,6,62,625,53,,1,274,0.3,0.2,,1976,330,15,2018741600,94,608,3460,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1156
סנסנה,סנסנה,3777,SANSANA,7,77,,78,,1,334,0.3,0.3,,2013,370,11,1907858574,530,715,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3777
סעד,סעד,419,SA'AD,6,62,621,39,,1,760,0.8,0.8,,1947,330,3,1557359779,102,651,3482,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=419
סער,סער,454,SA'AR,2,24,245,4,241,1,780,0.8,0.8,,1948,330,15,2105677044,20,201,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=454
ספיר,ספיר,1176,SAPPIR,6,62,625,54,,1,374,0.4,0.4,,1979,350,,2175850257,-10,657,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1176
סתרייה,סתרייה,610,SITRIYYA,4,43,432,30,143,1,1022,1,1,,1949,310,1,1854164420,80,426,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=610
ע'ג'ר,ע'ג'ר,4501,GHAJAR,2,29,292,99,,2,2484,,,2.5,,290,,2586479728,282,256,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4501
עבדון,עבדון,892,AVDON,2,24,244,52,,1,615,0.6,0.6,,1952,310,1,2172177253,166,255,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=892
עברון,עברון,376,EVRON,2,24,245,4,241,1,758,0.8,0.7,,1945,330,15,2097076629,26,201,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=376
עגור,עגור,794,AGUR,1,11,112,26,,1,521,0.5,0.5,,1950,310,1,1917562283,218,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=794
עד הלום,עד הלום,1762, ,6,61,611,33,143,,,,,,,520,,1681463004,,616,3870,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1762
עדי,עדי,1199,ADI,2,24,241,9,242,1,1860,1.9,1.9,,1980,370,7,2165674307,167,254,1340,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1199
עדנים,עדנים,2035,ADANIM,4,42,421,20,142,1,479,0.5,0.5,,1950,310,1,1912267188,24,417,5140,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2035
עוזה,עוזה,826,UZA,6,61,612,34,,1,449,0.4,0.4,,1950,310,2,1776861129,140,631,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=826
עוזייר,עוזייר,528,UZEIR,2,25,237,65,,2,3047,,,3,,290,,2307874396,174,251,1410,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=528
עולש,עולש,737,OLESH,4,41,412,16,141,1,1067,1.1,1.1,,1949,310,1,1988669317,36,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=737
עומר,עומר,666,OMER,6,62,623,99,342,1,7339,7.3,7.1,,1949,180,,1857157523,331,614,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=666
עופר,עופר,810,OFER,3,32,322,15,243,1,639,0.6,0.6,,1950,310,1,1985872534,148,303,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=810
עוצם,עוצם,32,OZEM,6,61,612,50,,1,521,0.5,0.5,,1955,310,1,1719761616,88,634,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=32
עוקבי (בנו עוקבה) (שבט),עוקבי (בנו עוקבה) (שבט),957,UQBI (BANU UQBA),6,62,623,,,3,,,,,,460,,1920057700,,699,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=957
עזוז,עזוז,328,EZUZ,6,62,626,48,,1,73,0.1,0.1,,1984,370,19,1494252264,331,620,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=328
עזר,עזר,1149,EZER,6,61,611,33,143,1,837,0.8,0.8,,1966,350,,1689262725,32,616,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1149
עזריאל,עזריאל,837,AZRI'EL,4,41,411,18,141,1,859,0.9,0.9,,1951,310,2,1974268544,53,412,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=837
עזריה,עזריה,711,AZARYA,4,43,432,30,143,1,1193,1.2,1.2,,1949,310,1,1915464420,96,426,5220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=711
עזריקם,עזריקם,817,AZRIQAM,6,61,611,33,143,1,1377,1.4,1.4,,1950,310,1,1713862880,39,616,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=817
עטאוונה (שבט),עטאוונה (שבט),969,ATAWNE,6,62,623,,,3,,,,,,460,,1932057690,,699,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=969
עטרת,עטרת,3658,ATERET,7,74,,73,,1,894,0.9,0.9,,1981,370,11,2167865658,698,711,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3658
עידן,עידן,1175,IDDAN,6,62,625,54,,1,360,0.4,0.3,,1980,310,1,2297452377,-203,657,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1175
עידן הנגב,עידן הנגב,1765, ,6,62,623,41,,,,,,,,520,,1800058700,,625,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1765
עיילבון,עיילבון,530,EILABUN,2,22,222,99,,2,5558,,,5.4,,280,,2379074910,172,251,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=530
עיינות,עיינות,156,AYANOT,4,44,442,27,143,1,340,0.3,0.3,,1930,340,,1781664704,24,456,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=156
עילוט,עילוט,511,ILUT,2,25,237,99,,2,7582,,,7.6,,280,,2247873587,274,257,1410,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=511
עין איילה,עין איילה,687,EN AYYALA,3,32,321,15,243,1,1127,1.1,1.1,,1949,310,1,1952372612,18,303,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=687
עין אל-אסד,עין אל-אסד,546,EIN AL-ASAD,2,24,243,2,,2,866,,,0.9,,450,,2376876064,535,209,1310,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=546
עין גב,עין גב,273,EN GEV,2,22,221,6,,1,638,0.6,0.6,,1937,330,15,2601774320,-201,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=273
עין גדי,עין גדי,2042,EN GEDI,6,62,624,51,,1,561,0.6,0.5,,1953,330,15,2365959562,-304,656,3480,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2042
עין דור,עין דור,436,EN DOR,2,23,233,9,,1,986,1,0.9,,1948,330,15,2393572912,124,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=436
עין הבשור,עין הבשור,1240,EN HABESOR,6,62,622,38,,1,1127,1.1,1.1,,1982,310,1,1468957689,120,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1240
עין הוד,עין הוד,74,EN HOD,3,32,322,15,243,1,590,0.6,0.6,,1954,370,19,1987073396,131,303,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=74
עין החורש,עין החורש,167,EN HAHORESH,4,41,411,16,141,1,744,0.7,0.7,,1931,330,15,1945469912,21,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=167
עין המפרץ,עין המפרץ,289,EN HAMIFRAZ,2,24,246,4,241,1,1197,1.2,1.2,,1938,330,15,2093675650,2,201,1330,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=289
"עין הנצי""ב","עין הנצי""ב",383,EN HANAZIV,2,23,231,7,,1,609,0.6,0.6,,1946,330,3,2473870851,-146,202,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=383
עין העמק,עין העמק,367,EN HAEMEQ,2,23,236,13,,1,749,0.7,0.7,,1944,350,,2082272605,240,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=367
עין השופט,עין השופט,270,EN HASHOFET,2,23,236,13,,1,821,0.8,0.7,,1937,330,15,2096872240,262,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=270
עין השלושה,עין השלושה,676,EN HASHELOSHA,6,62,622,38,,1,372,0.4,0.3,,1950,330,6,1430658468,100,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=676
עין ורד,עין ורד,157,EN WERED,4,41,411,18,141,1,1470,1.5,1.5,,1930,310,1,1937868568,63,412,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=157
עין זיוון,עין זיוון,4503,EN ZIWAN,2,29,292,71,,1,280,0.3,0.3,,1968,330,15,2746877807,961,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4503
עין חוד,עין חוד,1320,EIN HOD,3,32,322,15,243,2,273,,,0.3,,450,,2002573302,236,303,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1320
עין חצבה,עין חצבה,1053,EN HAZEVA,6,62,625,51,,,,,,,,510,10,2245752443,-165,656,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1053
עין חרוד (איחוד),עין חרוד (איחוד),89,EN HAROD (IHUD),2,23,232,8,,1,529,0.5,0.5,,1921,330,15,2369971883,42,204,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=89
עין חרוד (מאוחד),עין חרוד (מאוחד),82,EN HAROD(ME'UHAD),2,23,232,8,,1,735,0.7,0.7,,1921,330,15,2370271825,-9,204,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=82
עין יהב,עין יהב,806,EN YAHAV,6,62,625,54,,1,665,0.7,0.7,,1951,310,1,2226850755,-75,657,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=806
עין יעקב,עין יעקב,813,EN YA'AQOV,2,24,243,52,,1,987,1,1,,1950,310,1,2217976826,419,255,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=813
"עין כרם-בי""ס חקלאי","עין כרם-בי""ס חקלאי",1056,EN KAREM-B.S.HAQLA'I,1,11,111,26,444,1,165,0.2,0.1,,1952,340,,2145863172,574,151,6130,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1056
עין כרמל,עין כרמל,426,EN KARMEL,3,32,321,15,243,1,894,0.9,0.9,,1947,330,15,1958973142,22,303,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=426
עין מאהל,עין מאהל,532,EIN MAHEL,2,25,237,99,,2,12484,,,12.5,,270,,2333773645,404,257,1460,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=532
עין נקובא,עין נקובא,521,EIN NAQQUBA,1,11,111,26,444,2,3064,,,3.1,,290,,2114463339,618,151,6129,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=521
עין עירון,עין עירון,223,EN IRON,3,32,324,14,,1,551,0.6,0.5,,1934,310,1,2011670996,61,351,1180,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=223
עין צורים,עין צורים,622,EN ZURIM,6,61,611,34,,1,746,0.7,0.7,,1949,330,3,1735162270,52,631,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=622
עין קנייא,עין קנייא,4502,EIN QINIYYE,2,29,291,99,,2,1945,,,1.9,,450,,2685979361,795,256,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4502
עין ראפה,עין ראפה,514,EIN RAFA,1,11,111,26,444,2,1138,,,1.1,,450,,2109863306,602,151,6129,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=514
עין שמר,עין שמר,139,EN SHEMER,3,32,324,14,,1,572,0.6,0.5,,1927,330,15,2009170774,43,351,1180,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=139
עין שריד,עין שריד,880,EN SARID,4,41,411,18,141,1,1566,1.6,1.6,,1950,350,,1941268670,63,412,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=880
עין תמר,עין תמר,1251,EN TAMAR,6,62,624,51,,1,190,0.2,0.2,,1982,310,10,2345153915,-302,656,3480,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1251
עינת,עינת,871,ENAT,4,42,422,20,142,1,786,0.8,0.8,,1925,330,15,1943566554,50,417,5160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=871
עיר אובות,עיר אובות,1187,IR OVOT,6,62,625,54,,,,,,,,510,,2229652382,-123,657,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1187
עכו,עכו,7600,AKKO,2,24,246,0,241,4,47675,32.7,29.5,15,1948,160,,2082275924,9,213,1330,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7600
עלומים,עלומים,1146,ALUMIM,6,62,622,39,,1,470,0.5,0.5,,1966,330,3,1537659579,98,651,3482,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1146
עלי,עלי,3765,ELI,7,72,,73,,1,4092,4.1,4.1,,1984,190,,2253466438,686,711,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3765
עלי זהב,עלי זהב,3727,ALE ZAHAV,7,73,,72,145,1,1300,1.3,1.3,,1982,370,9,2063666418,367,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3727
עלמה,עלמה,688,ALMA,2,21,212,2,,1,679,0.7,0.7,,1949,310,2,2470477293,677,209,1230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=688
עלמון,עלמון,3715,ALMON,7,74,,73,445,1,1286,1.3,1.3,,1982,370,11,2280563753,502,711,4355,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3715
עמוקה,עמוקה,1212,AMUQQA,2,21,212,2,,1,125,0.1,0.1,,1980,370,19,2493976704,706,209,1230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1212
עמינדב,עמינדב,779,AMMINADAV,1,11,111,26,444,1,1083,1.1,1.1,,1950,310,1,2135062877,824,151,6130,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=779
עמיעד,עמיעד,385,AMMI'AD,2,21,213,1,,1,421,0.4,0.4,,1946,330,15,2509275925,241,253,1220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=385
עמיעוז,עמיעוז,318,AMMI'OZ,6,62,622,38,,1,196,0.2,0.2,,1957,310,1,1440657325,127,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=318
עמיקם,עמיקם,773,AMMIQAM,3,32,323,45,,1,707,0.7,0.7,,1950,310,9,2022171878,82,351,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=773
עמיר,עמיר,319,AMIR,2,21,211,1,,1,542,0.5,0.5,,1939,330,15,2582478703,76,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=319
עמנואל,עמנואל,3660,IMMANU'EL,7,73,,99,145,1,3253,3.3,3.2,,1983,190,,2130867423,362,708,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3660
"עמק בית שאן מ""א 7","עמק בית שאן מ""א 7",1824,no name,2,23,231,7,,,,,,,,530,,2474070920,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1824
"עמק בית שאן של""ש","עמק בית שאן של""ש",1825,no name,2,23,231,,,,,,,,,530,,0,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1825
"עמק חולה מ""א 1","עמק חולה מ""א 1",1806,no name,2,21,211,1,,,,,,,,530,,2578078330,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1806
"עמק חולה מ""א 55","עמק חולה מ""א 55",1807,no name,2,21,211,55,,,,,,,,530,,2580077650,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1807
"עמק חולה של""ש","עמק חולה של""ש",1808,no name,2,21,211,,,,,,,,,530,,0,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1808
"עמק חפר מזרח מ""א 16","עמק חפר מזרח מ""א 16",1875,no name ,4,41,411,16,,,,,,,,530,,2289073170,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1875
"עמק חרוד מ""א 8","עמק חרוד מ""א 8",1826,no name,2,23,232,8,,,,,,,,530,,2368071640,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1826
"עמק חרוד של""ש","עמק חרוד של""ש",1827,no name,2,23,232,,,,,,,,,530,,0,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1827
"עמק יזרעאל מ""א 13","עמק יזרעאל מ""א 13",1834,no name,2,23,234,13,,,,,,,,530,,2185072150,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1834
"עמק יזרעאל מ""א 8","עמק יזרעאל מ""א 8",1832,no name,2,23,234,8,,,,,,,,530,,2268071730,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1832
"עמק יזרעאל מ""א 9","עמק יזרעאל מ""א 9",1833,no name,2,23,234,9,,,,,,,,530,,2244072700,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1833
עמקה,עמקה,708,AMQA,2,24,245,4,,1,644,0.6,0.6,,1949,310,1,2154876490,81,201,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=708
ענב,ענב,3712,ENAV,7,73,,72,,1,711,0.7,0.7,,1981,370,11,2121068786,300,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3712
עספיא,עספיא,534,ISIFYA,3,31,311,99,223,2,11785,,,11.6,,270,,2063973585,472,356,1140,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=534
עפולה,עפולה,7700,AFULA,2,23,234,0,,1,44930,44.6,40.8,,1925,160,,2286772477,144,215,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7700
עפרה,עפרה,3617,OFRA,7,74,,73,445,1,3189,3.2,3.2,,1975,190,,2252865100,828,711,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3617
עץ אפרים,עץ אפרים,3778,EZ EFRAYIM,7,73,,72,145,1,1822,1.8,1.8,,1985,350,,2045466960,203,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3778
עצמון שגב,עצמון שגב,917,ATSMON SEGEV,2,24,241,56,241,1,1069,1.1,1.1,,1953,370,13,2239175235,319,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=917
עראבה,עראבה,531,ARRABE,2,24,241,99,,2,24072,,,23.7,,260,,2319675076,247,262,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=531
עראמשה*,עראמשה*,1246,ARAMSHA,2,24,244,4,,2,1604,,,1.6,,450,,2214477704,428,201,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1246
ערב אל נעים,ערב אל נעים,1335,ARAB AL NAIM,2,24,241,56,241,2,733,,,0.7,,450,,2274475482,299,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1335
ערד,ערד,2560,ARAD,6,62,623,0,,1,24436,23.7,19.6,,1961,160,,2203557414,528,610,3480,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2560
ערוגות,ערוגות,593,ARUGOT,6,61,611,33,143,1,1124,1.1,1.1,,1949,310,1,1785162692,66,616,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=593
ערערה,ערערה,637,AR'ARA,3,32,323,99,,2,23996,,,23.9,,260,,2087371171,172,354,1450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=637
ערערה-בנגב,ערערה-בנגב,1192,AR'ARA-BANEGEV,6,62,623,99,,2,15813,,,15.8,,270,,2021956302,458,652,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1192
עשרת,עשרת,591,ASERET,4,44,441,32,143,1,970,1,1,,1954,350,,1761763696,56,456,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=591
עתלית,עתלית,53,ATLIT,3,32,321,15,223,1,6818,6.8,6.6,,1904,180,,1949073297,11,303,1182,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=53
עתניאל,עתניאל,3748,OTNI'EL,7,77,,78,,1,909,0.9,0.9,,1983,370,11,2028359417,700,715,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3748
פארן,פארן,1151,PARAN,6,62,625,54,,1,435,0.4,0.4,,1972,310,1,2147547486,107,657,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1151
"פארק הירדן מ""א 6","פארק הירדן מ""א 6",1961,no name,2,22,221,6,,,,,,,,530,,,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1961
פארק תעשיות ספירים,פארק תעשיות ספירים,1763, ,6,61,614,37,,,,,,,,520,,1614560282,,651,3840,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1763
פדואל,פדואל,3768,PEDU'EL,7,73,,72,145,1,1622,1.6,1.6,,1984,370,2,2050766315,369,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3768
פדויים,פדויים,750,PEDUYIM,6,62,622,42,344,1,471,0.5,0.5,,1950,310,1,1629858183,115,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=750
פדיה,פדיה,838,PEDAYA,4,43,432,30,143,1,806,0.8,0.8,,1951,310,1,1890064062,99,426,5220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=838
פוריידיס,פוריידיס,537,FUREIDIS,3,32,321,99,,2,12389,,,12.4,,270,,1958172264,50,353,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=537
פורייה - כפר עבודה,פורייה - כפר עבודה,1104,PORIYYA-KEFAR AVODA,2,22,221,6,,1,371,0.4,0.4,,1949,350,,2515373615,39,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1104
פורייה - נווה עובד,פורייה - נווה עובד,1105,PORIYYA-NEWE OVED,2,22,221,6,,1,1114,1.1,1,,1949,350,,2506573889,139,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1105
פורייה עילית,פורייה עילית,1313,PORIYYA ILLIT,2,22,221,6,,1,909,0.9,0.8,,1955,350,,2515473737,137,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1313
פורת,פורת,767,PORAT,4,41,411,18,141,1,1206,1.2,1.2,,1950,310,2,1955168699,57,412,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=767
פטיש,פטיש,749,PATTISH,6,62,622,42,344,1,857,0.9,0.9,,1950,310,1,1581058190,96,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=749
פלך,פלך,1185,PELEKH,2,24,243,56,,1,100,0.1,0.1,,1980,330,15,2221775987,496,205,1310,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1185
פלמחים,פלמחים,597,PALMAHIM,4,44,442,27,143,1,604,0.6,0.6,,1949,330,15,1723564904,17,456,5210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=597
פני חבר,פני חבר,3723,PENE HEVER,7,77,,78,,1,432,0.4,0.4,,1982,370,11,2157459934,797,715,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3723
פסגות,פסגות,3659,PESAGOT,7,74,,73,445,1,1902,1.9,1.9,,1981,370,11,2213764511,877,711,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3659
פסוטה,פסוטה,535,FASSUTA,2,24,244,99,,2,3026,,,3,,290,,2292977259,567,258,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=535
"פעמי תש""ז","פעמי תש""ז",2059,PA'AME TASHAZ,6,62,621,42,,1,504,0.5,0.5,,1953,310,1,1708459426,179,651,3482,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2059
פצאל,פצאל,3615,PEZA'EL,7,75,,75,,1,250,0.2,0.2,,1975,310,1,2425766123,-250,712,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3615
פקיעין (בוקייעה),פקיעין (בוקייעה),536,PEQI'IN (BUQEI'A),2,24,243,99,,2,5658,,,5.6,,280,,2308876423,615,258,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=536
פקיעין חדשה,פקיעין חדשה,281,PEQI'IN HADASHA,2,24,243,52,,1,404,0.4,0.4,,1955,310,19,2305376541,539,255,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=281
